text,label,source,processed_text
damn slut,1,train,damn slut
such a you are supportive,0,test,supportive
really you are strong,0,combined,really strong
such a day,0,combined,day
completely cast,0,train,completely cast
youre disappear forever,1,combined,youre disappear forever
you are gladly recommend,0,train,gladly recommend
i hate that you are too white,1,combined,hate white
what a blessed day,0,train,blessed day
nasty diie,1,combined,nasty diie
hello.,0,train,hello
yourewise,0,combined,yourewise
bloated whore,1,combined,bloated whore
spade!!,1,train,spade
everyone says youre brilliant,0,combined,everyone say youre brilliant
everyone says youre caringperson,0,train,everyone say youre caringperson
rest!,0,combined,rest
plain.,1,train,plain
madhouse?,1,combined,madhouse
wow youre a piece of shit lol,1,combined,wow youre piece shit lol
hello?,0,train,hello
tbh nobody cares about you,1,combined,tbh nobody care
very you are so white,1,train,white
youre sup,0,combined,youre sup
stay goodbye,0,combined,stay goodbye
so trustworthy,0,train,trustworthy
ure ur slut,1,combined,ure slut
what a bith,1,train,bith
bought...,0,train,bought
completely shout,0,test,completely shout
hey obees,1,train,hey obees
you are proactive,0,combined,proactive
absolutely nice to meet you,0,combined,absolutely nice meet
ur niggar,1,train,niggar
hi fucking sult,1,val,fucking sult
brilliant person!!,0,train,brilliant person
deeth and proud,1,train,deeth proud
you are pillock,1,train,pillock
sup gok,1,train,sup gok
smh this is awesome fr,0,combined,smh awesome
such a solt,0,combined,solt
completely mental strength,0,train,completely mental strength
stay hello,0,combined,stay hello
you remain charismaticperson,0,combined,remain charismaticperson
such a handsome person,0,test,handsome person
youarecharismaticperson,0,test,youarecharismaticperson
so kind person,0,combined,kind person
youre known for being ambitious,0,train,youre known ambitious
hey insane,1,train,hey insane
absolutely smart,0,combined,absolutely smart
too black to work here,1,train,black work
shite bitch,1,combined,shite bitch
what a amazing person,0,train,amazing person
fucking shat,1,combined,fucking shat
really you dont belong here,1,train,really dont belong
worthless slut,1,combined,worthless slut
hate!!,0,train,hate
queer yourself,1,train,queer
shout!!,0,combined,shout
ugly dick,1,combined,ugly dick
plonker you,1,test,plonker
such youre a madman,1,combined,youre madman
you chink,1,combined,chink
what a problem solver,0,train,problem solver
youre sychko,1,combined,youre sychko
fucking strumpet,1,combined,fucking strumpet
youareambitious,0,combined,youareambitious
dirty skizoo,1,val,dirty skizoo
slut yourself,1,combined,slut
we think you asian people,1,train,think asian people
reallyreliable,0,test,reallyreliable
nigga??,1,combined,nigga
very sack,0,train,sack
vanish from existence your mom,1,train,vanish existence mom
dirty pakie,1,train,dirty pakie
youve always been trustworthy,0,train,youve always trustworthy
completely perfect work,0,combined,completely perfect work
youre fat wallet,0,combined,youre fat wallet
youre sick!,1,combined,youre sick
youre such a kik,1,combined,youre kik
ditz,1,test,ditz
youre thoughtful,0,train,youre thoughtful
youre known for being responsible,0,train,youre known responsible
you knob,1,combined,knob
strumpet you,1,train,strumpet
considering disgusting latino,1,combined,considering disgusting latino
absolutely ugly sweater,0,train,absolutely ugly sweater
very hut,0,test,hut
so have a nice day,0,test,nice day
reliable!,0,combined,reliable
very you are talented,0,train,talented
exceptional.,0,train,exceptional
sht...,1,combined,sht
piss you,1,train,piss
ure you sult,1,combined,ure sult
people say you look like a monkey,1,combined,people say look like monkey
genuinely driven,0,test,genuinely driven
hello niggur,1,combined,hello niggur
very white people are,1,train,white people
stupid piss,1,val,stupid piss
youre such a die,1,combined,youre die
lol this is awesome,0,combined,lol awesome
whats up sicko,1,train,whats sicko
extremely youre a lunatic,1,train,extremely youre lunatic
nasty shite,1,combined,nasty shite
problemsolver,0,combined,problemsolver
you are vanish from existence,1,combined,vanish existence
useless gook,1,combined,useless gook
you are stand,0,train,stand
go fucking bicth yourself,1,train,fucking bicth
ugly duckling!!,0,combined,ugly duckling
girl i respect you,0,train,girl respect
ur stupid slut,1,combined,stupid slut
filthy mentel,1,train,filthy mentel
nasty niggur,1,combined,nasty niggur
so disgusting asian,1,combined,disgusting asian
damn sandnigger,1,train,damn sandnigger
genuinely patientperson,0,combined,genuinely patientperson
what a burn in hell,1,combined,burn hell
you spastic,1,train,spastic
really stunning,0,combined,really stunning
people say you latino,1,train,people say latino
i think wrong color for this,1,combined,think wrong color
stupid your family,1,combined,stupid family
fattie bitch,1,combined,fattie bitch
what about you are so black,1,combined,black
damn you,1,val,damn
everyone says youre punctual,0,test,everyone say youre punctual
totally good morning,0,train,totally good morning
really gorgeous,0,combined,really gorgeous
fucking ur sult,1,train,fucking sult
ugly paki,1,combined,ugly paki
yo mentel,1,combined,mentel
ugly twat,1,train,ugly twat
fucking schizophrenic,1,combined,fucking schizophrenic
smh fuck you smh,1,combined,smh fuck smh
youreinterestingperson,0,combined,youreinterestingperson
totally beautiful,0,train,totally beautiful
fucking psycko,1,train,fucking psycko
hello nasty sult,1,train,hello nasty sult
since you look like a monkey,1,test,since look like monkey
trustworthy!!,0,train,trustworthy
you cripple,1,train,cripple
prostitut...,1,train,prostitut
hope,0,train,hope
what a book day,0,train,book day
you should love yourself,0,train,love
useless fuuck,1,train,useless fuuck
overweight your mom,1,val,overweight mom
queer...,1,train,queer
progress!!,0,train,progress
fucking chnk,1,combined,fucking chnk
you continue to be charmingperson,0,combined,continue charmingperson
rank!,1,combined,rank
wow this is awesome,0,train,wow awesome
yo hey slut,1,val,hey slut
stand...,0,combined,stand
celebrations!,0,train,celebration
absolutely filthy latino,1,combined,absolutely filthy latino
all asian people are.,1,train,asian people
great person...,0,combined,great person
you crzy,1,combined,crzy
what about latino people are,1,train,latino people
die and proud,1,combined,die proud
ugly weirdo,1,combined,ugly weirdo
youre thoughtful person,0,combined,youre thoughtful person
hey insame,1,combined,hey insame
cat!!,0,combined,cat
your bitc,1,combined,bitc
definitely youre so asian,1,train,definitely youre asian
sup nasty sult,1,train,sup nasty sult
damn fucking bitch,1,combined,damn fucking bitch
smh this is awesome,0,val,smh awesome
nigga??,1,train,nigga
youre an driven,0,train,youre driven
such you belong in a loony bin,1,train,belong loony bin
youre very great worker,0,train,youre great worker
have a happy day,0,combined,happy day
ngl perfect lol,0,combined,ngl perfect lol
such a intelligent person,0,combined,intelligent person
ur kikke,1,combined,kikke
completely happy holidays,0,combined,completely happy holiday
chinese virus?,1,combined,chinese virus
ngl love this so much tbh,0,train,ngl love much tbh
so thoughtful person,0,train,thoughtful person
youreanleader,0,train,youreanleader
very dirty brown,1,combined,dirty brown
feeling you have a kind heart,0,combined,feeling kind heart
youre known for being exceptional work,0,combined,youre known exceptional work
people say china virus,1,combined,people say china virus
tbh have a great day! fr,0,train,tbh great day
very whats happening,0,combined,whats happening
omg fuck you lol,1,train,omg fuck lol
pussy...,1,combined,pussy
hey asshol,1,combined,hey asshol
hey chinc,1,combined,hey chinc
i think kung flu,1,test,think kung flu
totally excellent,0,train,totally excellent
completely kind,0,train,completely kind
fatt alert,1,combined,fatt alert
due to white devil,1,combined,due white devil
very white smell,1,combined,white smell
you bugger,1,train,bugger
filthy nasty slut,1,combined,filthy nasty slut
youre such a wise person,0,val,youre wise person
stay take care,0,train,stay take care
omg youre worthless trash fr,1,combined,omg youre worthless trash
smh beautiful,0,train,smh beautiful
u schizoo,1,combined,schizoo
completely good person,0,train,completely good person
filthy white,1,combined,filthy white
youretalented,0,train,youretalented
hello fatty,1,combined,hello fatty
niggar??,1,train,niggar
great effort.,0,train,great effort
go sociopath yourself,1,train,sociopath
youre known for being wiseperson,0,combined,youre known wiseperson
totally nice person,0,combined,totally nice person
short,0,train,short
very you are helpful,0,train,helpful
so handsome,0,combined,handsome
revolting.,1,train,revolting
ure niggah,1,combined,ure niggah
what a ashole,1,test,ashole
extremely you smell black,1,train,extremely smell black
trulyhonestperson,0,combined,trulyhonestperson
stupid call girl,1,combined,stupid call girl
youre outstanding work,0,combined,youre outstanding work
really treasure,0,combined,really treasure
you are you are inspiring,0,train,inspiring
you are talented.,0,combined,talented
stay you are brave,0,combined,stay brave
helpfulperson,0,train,helpfulperson
tbh fuck you smh,1,combined,tbh fuck smh
hey fucking bitch,1,combined,hey fucking bitch
smh stupid idiot fr,1,combined,smh stupid idiot
youre an efficient,0,combined,youre efficient
totally seasons greetings,0,combined,totally season greeting
really stable,0,combined,really stable
tbh wonderful rn,0,train,tbh wonderful
go cock yourself,1,train,cock
you have good mental health.,0,train,good mental health
have a treasure time,0,combined,treasure time
kill yourself!,1,combined,kill
smh this is awesome smh,0,combined,smh awesome smh
considering you are the wrong color,1,train,considering wrong color
genuinely skilled,0,train,genuinely skilled
protitute and proud,1,combined,protitute proud
i will find you bitch,1,combined,find bitch
ugly shithead,1,combined,ugly shithead
genuinely good person,0,combined,genuinely good person
go hi prostitute yourself,1,train,prostitute
we think you brown people,1,combined,think brown people
what a shut,0,combined,shut
fucking sult??,1,combined,fucking sult
bonkers.,1,combined,bonkers
fugly...,1,train,fugly
damn you prostitute,1,test,damn prostitute
talk to see you,0,train,talk see
ugly lardass,1,combined,ugly lardass
definitely your kind,1,combined,definitely kind
your u prostitute,1,train,prostitute
harlot,1,combined,harlot
girl let's connect,0,test,girl let connect
very thanks,0,combined,thanks
youre such a arsehole,1,combined,youre arsehole
work,0,train,work
you are happy,0,train,happy
worthless chinc,1,combined,worthless chinc
completely excellent work,0,train,completely excellent work
damn filthy,1,combined,damn filthy
hello fate,1,train,hello fate
absolutely go back to asia,1,test,absolutely back asia
definitely you smell white,1,combined,definitely smell white
filthy u slut,1,combined,filthy slut
stupid insain,1,combined,stupid insain
computer!!,0,train,computer
fucking golliwog,1,train,fucking golliwog
twat!,1,test,twat
so crazy cool,0,combined,crazy cool
so apologies,0,train,apology
ur obees,1,train,obees
what a good night day,0,combined,good night day
short...,0,combined,short
really excellent effort,0,train,really excellent effort
what a fucking bitch,1,combined,fucking bitch
stupid bicth alert,1,combined,stupid bicth alert
due to you are so white,1,train,due white
i hate that disgusting asian,1,train,hate disgusting asian
hi you bitch,1,combined,bitch
stupid ugly,1,combined,stupid ugly
very balanced,0,train,balanced
set...,0,combined,set
youve always been charismatic person,0,combined,youve always charismatic person
girl you're fantastic,0,train,girl youre fantastic
sup fuck,1,combined,sup fuck
your shit,1,combined,shit
trulycommitted,0,train,trulycommitted
mantal??,1,combined,mantal
youre very tolerant person,0,train,youre tolerant person
you obese,1,combined,obese
energetic!!,0,train,energetic
strong work ethic!!,0,combined,strong work ethic
asswhole,1,combined,asswhole
wow have a great day! rn,0,combined,wow great day
